slug,name,clinic,state,current_image
dr-william-lee-west-fargo,"Dr. William Lee, MD","West Fargo Mental Health & TMS",ND,dicebear
dr-james-garcia-west-fargo,"Dr. James Garcia, MD","West Fargo Depression Treatment Center",ND,dicebear
dr-robert-thomas-west-fargo,"Dr. Robert Thomas, MD","West Fargo Depression Treatment Center",ND,dicebear
dr-ashley-wilson-columbus,"Dr. Ashley Wilson, MD","Columbus TMS Center",OH,dicebear
dr-daniel-davis-columbus,"Dr. Daniel Davis, MD","Columbus Mental Health & TMS",OH,dicebear
dr-robert-wilson-columbus,"Dr. Robert Wilson, MD","Columbus Depression Treatment Center",OH,dicebear
dr-daniel-kim-columbus,"Dr. Daniel Kim, MD","Columbus Depression Treatment Center",OH,dicebear
dr-sarah-jackson-columbus,"Dr. Sarah Jackson, MD","Dr. Jackson Private Practice",OH,dicebear
dr-daniel-brown-columbus,"Dr. Daniel Brown, MD","Dr. Jackson Private Practice",OH,dicebear
dr-michael-brown-cleveland,"Dr. Michael Brown, MD","Cleveland TMS Center",OH,dicebear
dr-emily-brown-cleveland,"Dr. Emily Brown, MD","Cleveland TMS Center",OH,dicebear
dr-david-jackson-cleveland,"Dr. David Jackson, MD","Cleveland TMS Center",OH,dicebear
dr-alan-anderson-cleveland,"Dr. Alan Anderson, MD","Cleveland Mental Health & TMS",OH,dicebear
dr-lisa-patel-cleveland,"Dr. Lisa Patel, MD","Cleveland Mental Health & TMS",OH,dicebear
dr-christopher-smith-cleveland,"Dr. Christopher Smith, MD","Cleveland Depression Treatment Center",OH,dicebear
dr-elizabeth-thomas-cleveland,"Dr. Elizabeth Thomas, MD","Cleveland Depression Treatment Center",OH,dicebear
dr-michael-johnson-cincinnati,"Dr. Michael Johnson, MD","Cincinnati TMS Center",OH,dicebear
dr-daniel-wilson-cincinnati,"Dr. Daniel Wilson, MD","Cincinnati Mental Health & TMS",OH,dicebear
dr-sarah-garcia-cincinnati,"Dr. Sarah Garcia, MD","Cincinnati Depression Treatment Center",OH,dicebear
dr-emily-garcia-cincinnati,"Dr. Emily Garcia, MD","Cincinnati Depression Treatment Center",OH,dicebear
dr-christopher-davis-cincinnati,"Dr. Christopher Davis, MD","Dr. Davis Private Practice",OH,dicebear
dr-daniel-brown-cincinnati,"Dr. Daniel Brown, MD","Dr. Davis Private Practice",OH,dicebear
dr-jessica-garcia-toledo,"Dr. Jessica Garcia, MD","Toledo TMS Center",OH,dicebear
dr-jessica-johnson-toledo,"Dr. Jessica Johnson, MD","Toledo TMS Center",OH,dicebear
dr-emily-lee-toledo,"Dr. Emily Lee, MD","Toledo TMS Center",OH,dicebear
dr-michael-johnson-toledo,"Dr. Michael Johnson, MD","Toledo Mental Health & TMS",OH,dicebear
dr-alan-martinez-toledo,"Dr. Alan Martinez, MD","Toledo Mental Health & TMS",OH,dicebear
dr-michael-brown-toledo,"Dr. Michael Brown, MD","Toledo Depression Treatment Center",OH,dicebear
dr-robert-taylor-toledo,"Dr. Robert Taylor, MD","Toledo Depression Treatment Center",OH,dicebear
dr-lisa-anderson-toledo,"Dr. Lisa Anderson, MD","Toledo Depression Treatment Center",OH,dicebear
dr-jessica-moore-toledo,"Dr. Jessica Moore, MD","Dr. Moore Private Practice",OH,dicebear
dr-sarah-lee-toledo,"Dr. Sarah Lee, MD","Dr. Moore Private Practice",OH,dicebear
dr-jessica-brown-toledo,"Dr. Jessica Brown, MD","Dr. Moore Private Practice",OH,dicebear
dr-christopher-brown-akron,"Dr. Christopher Brown, MD","Akron TMS Center",OH,dicebear
dr-ashley-johnson-akron,"Dr. Ashley Johnson, MD","Akron TMS Center",OH,dicebear
dr-ashley-patel-akron,"Dr. Ashley Patel, MD","Akron Mental Health & TMS",OH,dicebear
dr-christopher-wong-oklahoma-city,"Dr. Christopher Wong, MD","Oklahoma City TMS Center",OK,dicebear
dr-lisa-wong-oklahoma-city,"Dr. Lisa Wong, MD","Oklahoma City TMS Center",OK,dicebear
dr-robert-jackson-oklahoma-city,"Dr. Robert Jackson, MD","Oklahoma City Mental Health & TMS",OK,dicebear
dr-daniel-thomas-oklahoma-city,"Dr. Daniel Thomas, MD","Oklahoma City Mental Health & TMS",OK,dicebear
dr-sarah-jackson-oklahoma-city,"Dr. Sarah Jackson, MD","Oklahoma City Mental Health & TMS",OK,dicebear
dr-alan-moore-tulsa,"Dr. Alan Moore, MD","Tulsa TMS Center",OK,dicebear
dr-sarah-jackson-tulsa,"Dr. Sarah Jackson, MD","Tulsa TMS Center",OK,dicebear
dr-daniel-patel-tulsa,"Dr. Daniel Patel, MD","Tulsa Mental Health & TMS",OK,dicebear
dr-alan-garcia-tulsa,"Dr. Alan Garcia, MD","Tulsa Depression Treatment Center",OK,dicebear
dr-william-brown-tulsa,"Dr. William Brown, MD","Tulsa Depression Treatment Center",OK,dicebear
dr-elizabeth-anderson-norman,"Dr. Elizabeth Anderson, MD","Norman TMS Center",OK,dicebear
dr-william-brown-norman,"Dr. William Brown, MD","Norman TMS Center",OK,dicebear
dr-jessica-davis-norman,"Dr. Jessica Davis, MD","Norman TMS Center",OK,dicebear
dr-jessica-lee-norman,"Dr. Jessica Lee, MD","Norman Mental Health & TMS",OK,dicebear
dr-christopher-jackson-norman,"Dr. Christopher Jackson, MD","Norman Mental Health & TMS",OK,dicebear
dr-michael-thomas-norman,"Dr. Michael Thomas, MD","Norman Mental Health & TMS",OK,dicebear
dr-elizabeth-smith-norman,"Dr. Elizabeth Smith, MD","Norman Depression Treatment Center",OK,dicebear
dr-ashley-lee-broken-arrow,"Dr. Ashley Lee, MD","Broken Arrow TMS Center",OK,dicebear
dr-william-anderson-broken-arrow,"Dr. William Anderson, MD","Broken Arrow TMS Center",OK,dicebear
dr-sarah-thomas-broken-arrow,"Dr. Sarah Thomas, MD","Broken Arrow Mental Health & TMS",OK,dicebear
dr-ashley-thomas-broken-arrow,"Dr. Ashley Thomas, MD","Broken Arrow Mental Health & TMS",OK,dicebear
dr-elizabeth-smith-broken-arrow,"Dr. Elizabeth Smith, MD","Broken Arrow Depression Treatment Center",OK,dicebear
dr-jennifer-jackson-broken-arrow,"Dr. Jennifer Jackson, MD","Broken Arrow Depression Treatment Center",OK,dicebear
dr-emily-johnson-edmond,"Dr. Emily Johnson, MD","Edmond TMS Center",OK,dicebear
dr-lisa-moore-edmond,"Dr. Lisa Moore, MD","Edmond TMS Center",OK,dicebear
dr-emily-thomas-edmond,"Dr. Emily Thomas, MD","Edmond Mental Health & TMS",OK,dicebear
dr-emily-johnson-edmond,"Dr. Emily Johnson, MD","Edmond Mental Health & TMS",OK,dicebear
dr-sarah-smith-edmond,"Dr. Sarah Smith, MD","Edmond Mental Health & TMS",OK,dicebear
dr-sarah-smith-edmond,"Dr. Sarah Smith, MD","Edmond Depression Treatment Center",OK,dicebear
dr-ashley-patel-edmond,"Dr. Ashley Patel, MD","Edmond Depression Treatment Center",OK,dicebear
dr-david-davis-edmond,"Dr. David Davis, MD","Dr. Davis Private Practice",OK,dicebear
dr-alan-wong-portland,"Dr. Alan Wong, MD","Portland TMS Center",OR,dicebear
dr-jennifer-davis-portland,"Dr. Jennifer Davis, MD","Portland TMS Center",OR,dicebear
dr-alan-wong-portland,"Dr. Alan Wong, MD","Portland Mental Health & TMS",OR,dicebear
dr-elizabeth-taylor-portland,"Dr. Elizabeth Taylor, MD","Portland Mental Health & TMS",OR,dicebear
dr-christopher-kim-eugene,"Dr. Christopher Kim, MD","Eugene TMS Center",OR,dicebear
dr-alan-davis-eugene,"Dr. Alan Davis, MD","Eugene TMS Center",OR,dicebear
dr-david-thomas-eugene,"Dr. David Thomas, MD","Eugene TMS Center",OR,dicebear
dr-robert-wilson-eugene,"Dr. Robert Wilson, MD","Eugene Mental Health & TMS",OR,dicebear
dr-jessica-wilson-eugene,"Dr. Jessica Wilson, MD","Eugene Mental Health & TMS",OR,dicebear
dr-jennifer-kim-salem,"Dr. Jennifer Kim, MD","Salem TMS Center",OR,dicebear
dr-maria-garcia-salem,"Dr. Maria Garcia, MD","Salem TMS Center",OR,dicebear
dr-elizabeth-wilson-salem,"Dr. Elizabeth Wilson, MD","Salem TMS Center",OR,dicebear
dr-elizabeth-martinez-salem,"Dr. Elizabeth Martinez, MD","Salem Mental Health & TMS",OR,dicebear
dr-emily-wilson-salem,"Dr. Emily Wilson, MD","Salem Depression Treatment Center",OR,dicebear
dr-ashley-jackson-salem,"Dr. Ashley Jackson, MD","Dr. Jackson Private Practice",OR,dicebear
dr-jessica-jackson-salem,"Dr. Jessica Jackson, MD","Dr. Jackson Private Practice",OR,dicebear
dr-jessica-patel-salem,"Dr. Jessica Patel, MD","Dr. Jackson Private Practice",OR,dicebear
dr-david-kim-gresham,"Dr. David Kim, MD","Gresham TMS Center",OR,dicebear
dr-sarah-martinez-gresham,"Dr. Sarah Martinez, MD","Gresham TMS Center",OR,dicebear
dr-alan-taylor-gresham,"Dr. Alan Taylor, MD","Gresham TMS Center",OR,dicebear
dr-michael-jackson-gresham,"Dr. Michael Jackson, MD","Gresham Mental Health & TMS",OR,dicebear
dr-christopher-jackson-hillsboro,"Dr. Christopher Jackson, MD","Hillsboro TMS Center",OR,dicebear
dr-james-patel-hillsboro,"Dr. James Patel, MD","Hillsboro Mental Health & TMS",OR,dicebear
dr-lisa-brown-hillsboro,"Dr. Lisa Brown, MD","Hillsboro Mental Health & TMS",OR,dicebear
dr-daniel-lee-philadelphia,"Dr. Daniel Lee, MD","Philadelphia TMS Center",PA,dicebear
dr-sarah-smith-philadelphia,"Dr. Sarah Smith, MD","Philadelphia Mental Health & TMS",PA,dicebear
dr-christopher-wong-philadelphia,"Dr. Christopher Wong, MD","Philadelphia Mental Health & TMS",PA,dicebear
dr-robert-kim-philadelphia,"Dr. Robert Kim, MD","Philadelphia Depression Treatment Center",PA,dicebear
dr-jennifer-taylor-philadelphia,"Dr. Jennifer Taylor, MD","Dr. Taylor Private Practice",PA,dicebear
dr-jennifer-moore-philadelphia,"Dr. Jennifer Moore, MD","Dr. Taylor Private Practice",PA,dicebear
dr-jessica-moore-pittsburgh,"Dr. Jessica Moore, MD","Pittsburgh TMS Center",PA,dicebear
dr-ashley-brown-pittsburgh,"Dr. Ashley Brown, MD","Pittsburgh TMS Center",PA,dicebear
dr-maria-johnson-pittsburgh,"Dr. Maria Johnson, MD","Pittsburgh TMS Center",PA,dicebear
dr-michael-kim-pittsburgh,"Dr. Michael Kim, MD","Pittsburgh Mental Health & TMS",PA,dicebear
dr-maria-lee-pittsburgh,"Dr. Maria Lee, MD","Pittsburgh Mental Health & TMS",PA,dicebear
dr-daniel-martinez-pittsburgh,"Dr. Daniel Martinez, MD","Pittsburgh Depression Treatment Center",PA,dicebear
dr-sarah-kim-pittsburgh,"Dr. Sarah Kim, MD","Pittsburgh Depression Treatment Center",PA,dicebear
dr-jessica-lee-allentown,"Dr. Jessica Lee, MD","Allentown TMS Center",PA,dicebear
dr-jennifer-johnson-allentown,"Dr. Jennifer Johnson, MD","Allentown TMS Center",PA,dicebear
dr-jessica-lee-allentown,"Dr. Jessica Lee, MD","Allentown Mental Health & TMS",PA,dicebear
dr-jennifer-patel-allentown,"Dr. Jennifer Patel, MD","Allentown Mental Health & TMS",PA,dicebear
dr-daniel-moore-allentown,"Dr. Daniel Moore, MD","Allentown Depression Treatment Center",PA,dicebear
dr-christopher-taylor-allentown,"Dr. Christopher Taylor, MD","Allentown Depression Treatment Center",PA,dicebear
dr-sarah-kim-allentown,"Dr. Sarah Kim, MD","Dr. Kim Private Practice",PA,dicebear
dr-elizabeth-taylor-allentown,"Dr. Elizabeth Taylor, MD","Dr. Kim Private Practice",PA,dicebear
dr-jessica-lee-reading,"Dr. Jessica Lee, MD","Reading TMS Center",PA,dicebear
dr-emily-taylor-reading,"Dr. Emily Taylor, MD","Reading TMS Center",PA,dicebear
dr-jennifer-brown-reading,"Dr. Jennifer Brown, MD","Reading Mental Health & TMS",PA,dicebear
dr-maria-thomas-reading,"Dr. Maria Thomas, MD","Reading Depression Treatment Center",PA,dicebear
dr-alan-lee-erie,"Dr. Alan Lee, MD","Erie TMS Center",PA,dicebear
dr-jessica-garcia-erie,"Dr. Jessica Garcia, MD","Erie TMS Center",PA,dicebear
dr-james-martinez-erie,"Dr. James Martinez, MD","Erie TMS Center",PA,dicebear
dr-elizabeth-martinez-erie,"Dr. Elizabeth Martinez, MD","Erie Mental Health & TMS",PA,dicebear
dr-sarah-lee-erie,"Dr. Sarah Lee, MD","Erie Mental Health & TMS",PA,dicebear
dr-james-lee-erie,"Dr. James Lee, MD","Erie Mental Health & TMS",PA,dicebear
dr-jennifer-martinez-erie,"Dr. Jennifer Martinez, MD","Erie Depression Treatment Center",PA,dicebear
dr-robert-brown-erie,"Dr. Robert Brown, MD","Erie Depression Treatment Center",PA,dicebear
dr-james-wilson-erie,"Dr. James Wilson, MD","Erie Depression Treatment Center",PA,dicebear
dr-maria-anderson-erie,"Dr. Maria Anderson, MD","Dr. Anderson Private Practice",PA,dicebear
dr-ashley-thomas-providence,"Dr. Ashley Thomas, MD","Providence TMS Center",RI,dicebear
dr-james-davis-providence,"Dr. James Davis, MD","Providence TMS Center",RI,dicebear
dr-william-martinez-providence,"Dr. William Martinez, MD","Providence Mental Health & TMS",RI,dicebear
dr-william-moore-providence,"Dr. William Moore, MD","Providence Mental Health & TMS",RI,dicebear
dr-christopher-wilson-cranston,"Dr. Christopher Wilson, MD","Cranston TMS Center",RI,dicebear
dr-emily-wong-cranston,"Dr. Emily Wong, MD","Cranston TMS Center",RI,dicebear
dr-ashley-thomas-cranston,"Dr. Ashley Thomas, MD","Cranston Mental Health & TMS",RI,dicebear
dr-christopher-johnson-cranston,"Dr. Christopher Johnson, MD","Cranston Mental Health & TMS",RI,dicebear
dr-david-anderson-cranston,"Dr. David Anderson, MD","Cranston Depression Treatment Center",RI,dicebear
dr-ashley-jackson-cranston,"Dr. Ashley Jackson, MD","Cranston Depression Treatment Center",RI,dicebear
dr-michael-anderson-warwick,"Dr. Michael Anderson, MD","Warwick TMS Center",RI,dicebear
dr-christopher-smith-warwick,"Dr. Christopher Smith, MD","Warwick TMS Center",RI,dicebear
dr-alan-wilson-warwick,"Dr. Alan Wilson, MD","Warwick TMS Center",RI,dicebear
dr-emily-wong-warwick,"Dr. Emily Wong, MD","Warwick Mental Health & TMS",RI,dicebear
dr-david-wilson-warwick,"Dr. David Wilson, MD","Warwick Mental Health & TMS",RI,dicebear
dr-maria-moore-warwick,"Dr. Maria Moore, MD","Warwick Mental Health & TMS",RI,dicebear
dr-michael-wong-warwick,"Dr. Michael Wong, MD","Warwick Depression Treatment Center",RI,dicebear
dr-jessica-wong-warwick,"Dr. Jessica Wong, MD","Warwick Depression Treatment Center",RI,dicebear
dr-elizabeth-lee-warwick,"Dr. Elizabeth Lee, MD","Warwick Depression Treatment Center",RI,dicebear
dr-elizabeth-wilson-warwick,"Dr. Elizabeth Wilson, MD","Dr. Wilson Private Practice",RI,dicebear
dr-robert-kim-pawtucket,"Dr. Robert Kim, MD","Pawtucket TMS Center",RI,dicebear
dr-emily-jackson-pawtucket,"Dr. Emily Jackson, MD","Pawtucket Mental Health & TMS",RI,dicebear
dr-michael-taylor-pawtucket,"Dr. Michael Taylor, MD","Pawtucket Mental Health & TMS",RI,dicebear
dr-christopher-wilson-pawtucket,"Dr. Christopher Wilson, MD","Pawtucket Mental Health & TMS",RI,dicebear
dr-christopher-brown-pawtucket,"Dr. Christopher Brown, MD","Pawtucket Depression Treatment Center",RI,dicebear
dr-elizabeth-kim-pawtucket,"Dr. Elizabeth Kim, MD","Pawtucket Depression Treatment Center",RI,dicebear
dr-maria-wilson-pawtucket,"Dr. Maria Wilson, MD","Dr. Wilson Private Practice",RI,dicebear
dr-maria-thomas-pawtucket,"Dr. Maria Thomas, MD","Dr. Wilson Private Practice",RI,dicebear
dr-sarah-jackson-east-providence,"Dr. Sarah Jackson, MD","East Providence TMS Center",RI,dicebear
dr-jennifer-davis-east-providence,"Dr. Jennifer Davis, MD","East Providence TMS Center",RI,dicebear
dr-robert-thomas-east-providence,"Dr. Robert Thomas, MD","East Providence Mental Health & TMS",RI,dicebear
dr-james-moore-east-providence,"Dr. James Moore, MD","East Providence Mental Health & TMS",RI,dicebear
dr-james-jackson-east-providence,"Dr. James Jackson, MD","East Providence Mental Health & TMS",RI,dicebear
dr-sarah-taylor-east-providence,"Dr. Sarah Taylor, MD","East Providence Depression Treatment Center",RI,dicebear
dr-christopher-moore-east-providence,"Dr. Christopher Moore, MD","Dr. Moore Private Practice",RI,dicebear
dr-elizabeth-brown-charleston,"Dr. Elizabeth Brown, MD","Charleston TMS Center",SC,dicebear
dr-jennifer-jackson-charleston,"Dr. Jennifer Jackson, MD","Charleston Mental Health & TMS",SC,dicebear
dr-william-brown-charleston,"Dr. William Brown, MD","Charleston Mental Health & TMS",SC,dicebear
dr-alan-kim-charleston,"Dr. Alan Kim, MD","Charleston Mental Health & TMS",SC,dicebear
dr-christopher-anderson-columbia,"Dr. Christopher Anderson, MD","Columbia Depression Treatment Center",SC,dicebear
dr-jennifer-anderson-columbia,"Dr. Jennifer Anderson, MD","Dr. Anderson Private Practice",SC,dicebear
dr-william-garcia-north-charleston,"Dr. William Garcia, MD","North Charleston TMS Center",SC,dicebear
dr-emily-wilson-north-charleston,"Dr. Emily Wilson, MD","North Charleston TMS Center",SC,dicebear
dr-christopher-garcia-north-charleston,"Dr. Christopher Garcia, MD","North Charleston TMS Center",SC,dicebear
dr-david-kim-north-charleston,"Dr. David Kim, MD","North Charleston Mental Health & TMS",SC,dicebear
dr-david-lee-north-charleston,"Dr. David Lee, MD","North Charleston Mental Health & TMS",SC,dicebear
dr-emily-kim-north-charleston,"Dr. Emily Kim, MD","North Charleston Mental Health & TMS",SC,dicebear
dr-elizabeth-johnson-north-charleston,"Dr. Elizabeth Johnson, MD","North Charleston Depression Treatment Center",SC,dicebear
dr-christopher-moore-north-charleston,"Dr. Christopher Moore, MD","North Charleston Depression Treatment Center",SC,dicebear
dr-jennifer-martinez-mount-pleasant,"Dr. Jennifer Martinez, MD","Mount Pleasant TMS Center",SC,dicebear
dr-ashley-brown-mount-pleasant,"Dr. Ashley Brown, MD","Mount Pleasant TMS Center",SC,dicebear
dr-sarah-smith-mount-pleasant,"Dr. Sarah Smith, MD","Mount Pleasant Mental Health & TMS",SC,dicebear
dr-lisa-garcia-mount-pleasant,"Dr. Lisa Garcia, MD","Mount Pleasant Depression Treatment Center",SC,dicebear
dr-ashley-thomas-mount-pleasant,"Dr. Ashley Thomas, MD","Mount Pleasant Depression Treatment Center",SC,dicebear
dr-ashley-martinez-mount-pleasant,"Dr. Ashley Martinez, MD","Mount Pleasant Depression Treatment Center",SC,dicebear
dr-maria-wong-rock-hill,"Dr. Maria Wong, MD","Rock Hill TMS Center",SC,dicebear
dr-sarah-johnson-rock-hill,"Dr. Sarah Johnson, MD","Rock Hill TMS Center",SC,dicebear
dr-sarah-johnson-rock-hill,"Dr. Sarah Johnson, MD","Rock Hill Mental Health & TMS",SC,dicebear
dr-emily-davis-rock-hill,"Dr. Emily Davis, MD","Rock Hill Mental Health & TMS",SC,dicebear
dr-elizabeth-brown-rock-hill,"Dr. Elizabeth Brown, MD","Rock Hill Mental Health & TMS",SC,dicebear
dr-william-patel-rock-hill,"Dr. William Patel, MD","Rock Hill Depression Treatment Center",SC,dicebear
dr-lisa-thomas-rock-hill,"Dr. Lisa Thomas, MD","Rock Hill Depression Treatment Center",SC,dicebear
dr-emily-brown-rock-hill,"Dr. Emily Brown, MD","Dr. Brown Private Practice",SC,dicebear
dr-sarah-wong-sioux-falls,"Dr. Sarah Wong, MD","Sioux Falls TMS Center",SD,dicebear
dr-jessica-wilson-sioux-falls,"Dr. Jessica Wilson, MD","Sioux Falls TMS Center",SD,dicebear
dr-elizabeth-jackson-sioux-falls,"Dr. Elizabeth Jackson, MD","Sioux Falls TMS Center",SD,dicebear
dr-william-anderson-sioux-falls,"Dr. William Anderson, MD","Sioux Falls Mental Health & TMS",SD,dicebear
dr-william-taylor-sioux-falls,"Dr. William Taylor, MD","Sioux Falls Mental Health & TMS",SD,dicebear
dr-robert-wilson-sioux-falls,"Dr. Robert Wilson, MD","Sioux Falls Mental Health & TMS",SD,dicebear
dr-lisa-anderson-sioux-falls,"Dr. Lisa Anderson, MD","Sioux Falls Depression Treatment Center",SD,dicebear
dr-maria-anderson-sioux-falls,"Dr. Maria Anderson, MD","Sioux Falls Depression Treatment Center",SD,dicebear
dr-robert-kim-sioux-falls,"Dr. Robert Kim, MD","Sioux Falls Depression Treatment Center",SD,dicebear
dr-david-taylor-sioux-falls,"Dr. David Taylor, MD","Dr. Taylor Private Practice",SD,dicebear
dr-emily-anderson-sioux-falls,"Dr. Emily Anderson, MD","Dr. Taylor Private Practice",SD,dicebear
dr-alan-taylor-rapid-city,"Dr. Alan Taylor, MD","Rapid City TMS Center",SD,dicebear
dr-lisa-wong-rapid-city,"Dr. Lisa Wong, MD","Rapid City TMS Center",SD,dicebear
dr-jessica-brown-rapid-city,"Dr. Jessica Brown, MD","Rapid City Mental Health & TMS",SD,dicebear
dr-christopher-anderson-rapid-city,"Dr. Christopher Anderson, MD","Rapid City Mental Health & TMS",SD,dicebear
dr-emily-anderson-aberdeen,"Dr. Emily Anderson, MD","Aberdeen TMS Center",SD,dicebear
dr-alan-lee-aberdeen,"Dr. Alan Lee, MD","Aberdeen TMS Center",SD,dicebear
dr-david-anderson-aberdeen,"Dr. David Anderson, MD","Aberdeen Mental Health & TMS",SD,dicebear
dr-ashley-moore-aberdeen,"Dr. Ashley Moore, MD","Aberdeen Mental Health & TMS",SD,dicebear
dr-robert-smith-aberdeen,"Dr. Robert Smith, MD","Aberdeen Depression Treatment Center",SD,dicebear
dr-ashley-jackson-aberdeen,"Dr. Ashley Jackson, MD","Aberdeen Depression Treatment Center",SD,dicebear
dr-elizabeth-davis-aberdeen,"Dr. Elizabeth Davis, MD","Aberdeen Depression Treatment Center",SD,dicebear
dr-maria-garcia-aberdeen,"Dr. Maria Garcia, MD","Dr. Garcia Private Practice",SD,dicebear
dr-jennifer-jackson-aberdeen,"Dr. Jennifer Jackson, MD","Dr. Garcia Private Practice",SD,dicebear
dr-james-smith-brookings,"Dr. James Smith, MD","Brookings TMS Center",SD,dicebear
dr-robert-jackson-brookings,"Dr. Robert Jackson, MD","Brookings TMS Center",SD,dicebear
dr-daniel-kim-brookings,"Dr. Daniel Kim, MD","Brookings Mental Health & TMS",SD,dicebear
dr-lisa-lee-brookings,"Dr. Lisa Lee, MD","Brookings Mental Health & TMS",SD,dicebear
dr-daniel-davis-brookings,"Dr. Daniel Davis, MD","Brookings Mental Health & TMS",SD,dicebear
dr-william-johnson-watertown,"Dr. William Johnson, MD","Watertown TMS Center",SD,dicebear
dr-robert-martinez-watertown,"Dr. Robert Martinez, MD","Watertown Mental Health & TMS",SD,dicebear
dr-william-wong-watertown,"Dr. William Wong, MD","Watertown Depression Treatment Center",SD,dicebear
dr-jessica-wilson-watertown,"Dr. Jessica Wilson, MD","Watertown Depression Treatment Center",SD,dicebear
dr-jessica-johnson-watertown,"Dr. Jessica Johnson, MD","Dr. Johnson Private Practice",SD,dicebear
dr-sarah-lee-nashville,"Dr. Sarah Lee, MD","Nashville TMS Center",TN,dicebear
dr-jessica-patel-nashville,"Dr. Jessica Patel, MD","Nashville Mental Health & TMS",TN,dicebear
dr-daniel-patel-nashville,"Dr. Daniel Patel, MD","Nashville Mental Health & TMS",TN,dicebear
dr-robert-lee-nashville,"Dr. Robert Lee, MD","Nashville Depression Treatment Center",TN,dicebear
dr-jennifer-thomas-nashville,"Dr. Jennifer Thomas, MD","Nashville Depression Treatment Center",TN,dicebear
dr-jennifer-lee-nashville,"Dr. Jennifer Lee, MD","Dr. Lee Private Practice",TN,dicebear
dr-robert-jackson-nashville,"Dr. Robert Jackson, MD","Dr. Lee Private Practice",TN,dicebear
dr-daniel-patel-nashville,"Dr. Daniel Patel, MD","Dr. Lee Private Practice",TN,dicebear
dr-christopher-garcia-memphis,"Dr. Christopher Garcia, MD","Memphis TMS Center",TN,dicebear
dr-daniel-jackson-memphis,"Dr. Daniel Jackson, MD","Memphis Mental Health & TMS",TN,dicebear
dr-sarah-kim-memphis,"Dr. Sarah Kim, MD","Memphis Mental Health & TMS",TN,dicebear
dr-jessica-johnson-memphis,"Dr. Jessica Johnson, MD","Memphis Depression Treatment Center",TN,dicebear
dr-emily-lee-memphis,"Dr. Emily Lee, MD","Memphis Depression Treatment Center",TN,dicebear
dr-michael-jackson-memphis,"Dr. Michael Jackson, MD","Dr. Jackson Private Practice",TN,dicebear
dr-daniel-wong-knoxville,"Dr. Daniel Wong, MD","Knoxville TMS Center",TN,dicebear
dr-maria-martinez-knoxville,"Dr. Maria Martinez, MD","Knoxville TMS Center",TN,dicebear
dr-michael-patel-knoxville,"Dr. Michael Patel, MD","Knoxville TMS Center",TN,dicebear
dr-james-wong-knoxville,"Dr. James Wong, MD","Knoxville Mental Health & TMS",TN,dicebear
dr-elizabeth-wong-knoxville,"Dr. Elizabeth Wong, MD","Knoxville Mental Health & TMS",TN,dicebear
dr-emily-taylor-knoxville,"Dr. Emily Taylor, MD","Knoxville Depression Treatment Center",TN,dicebear
dr-maria-moore-knoxville,"Dr. Maria Moore, MD","Knoxville Depression Treatment Center",TN,dicebear
dr-michael-smith-knoxville,"Dr. Michael Smith, MD","Knoxville Depression Treatment Center",TN,dicebear
dr-maria-kim-knoxville,"Dr. Maria Kim, MD","Dr. Kim Private Practice",TN,dicebear
dr-ashley-garcia-chattanooga,"Dr. Ashley Garcia, MD","Chattanooga TMS Center",TN,dicebear
dr-alan-johnson-chattanooga,"Dr. Alan Johnson, MD","Chattanooga Mental Health & TMS",TN,dicebear
dr-emily-davis-chattanooga,"Dr. Emily Davis, MD","Chattanooga Mental Health & TMS",TN,dicebear
dr-robert-smith-clarksville,"Dr. Robert Smith, MD","Clarksville TMS Center",TN,dicebear
dr-michael-martinez-clarksville,"Dr. Michael Martinez, MD","Clarksville TMS Center",TN,dicebear
dr-christopher-smith-clarksville,"Dr. Christopher Smith, MD","Clarksville TMS Center",TN,dicebear
dr-james-martinez-clarksville,"Dr. James Martinez, MD","Clarksville Mental Health & TMS",TN,dicebear
dr-james-wilson-clarksville,"Dr. James Wilson, MD","Clarksville Depression Treatment Center",TN,dicebear
dr-william-jackson-clarksville,"Dr. William Jackson, MD","Clarksville Depression Treatment Center",TN,dicebear
dr-david-taylor-clarksville,"Dr. David Taylor, MD","Dr. Taylor Private Practice",TN,dicebear
dr-david-kim-clarksville,"Dr. David Kim, MD","Dr. Taylor Private Practice",TN,dicebear
dr-elizabeth-kim-houston,"Dr. Elizabeth Kim, MD","Houston TMS Center",TX,dicebear
dr-robert-wong-houston,"Dr. Robert Wong, MD","Houston Mental Health & TMS",TX,dicebear
dr-william-patel-houston,"Dr. William Patel, MD","Houston Depression Treatment Center",TX,dicebear
dr-michael-taylor-houston,"Dr. Michael Taylor, MD","Houston Depression Treatment Center",TX,dicebear
dr-william-wong-houston,"Dr. William Wong, MD","Dr. Wong Private Practice",TX,dicebear
dr-jessica-garcia-houston,"Dr. Jessica Garcia, MD","Dr. Wong Private Practice",TX,dicebear
dr-maria-lee-san-antonio,"Dr. Maria Lee, MD","San Antonio TMS Center",TX,dicebear
dr-sarah-taylor-san-antonio,"Dr. Sarah Taylor, MD","San Antonio Mental Health & TMS",TX,dicebear
dr-michael-johnson-dallas,"Dr. Michael Johnson, MD","Dallas TMS Center",TX,dicebear
dr-robert-anderson-dallas,"Dr. Robert Anderson, MD","Dallas TMS Center",TX,dicebear
